Date,Category,Description,Dialogue,Place
2019/06/09,声かけ,「一緒に行こう」,下校途中の男児に後ろから声をかけた。,兵庫県神戸市中央区港島中町
2019/06/09,声かけ,「おまえさっき何しとったん」,車の中から、下校途中の男子生徒に声をかけた。,兵庫県三田市相生町
2019/06/09,声かけ,「おまえ何してんねん」,車の中から、下校途中の男子生徒に声をかけた。,兵庫県三田市横山町
2019/06/09,声かけ,「アメをあげるから、こっちにおいで」「遠慮しなくていいんだよ」,男児に声をかけた。,北海道斜里町本町
2019/06/09,声かけ,「ライン教えて」「いま帰りなの？」,下校途中の女児に声をかけた。,大阪府枚方市茄子作
2019/06/09,声かけ,「後ろに乗っていく？」,車の中から、女児に声をかけた。,香川県多度津町山階
2019/06/09,声かけ,「足きれいね」,通行中の女子生徒に声をかけた。,兵庫県尼崎市塚口本町
2019/06/09,声かけ,「どこの学校？　名前なんて言うの？」,下校途中の女児に声をかけた。,福岡県大野城市雑餉隈町
2019/06/09,声かけ,「よかったら今度遊ばない？」,通勤途中の女性に声をかけた。,北海道札幌市西区八軒３条東
2019/06/09,声かけ,「図書館に行ったら面白い本がいっぱいあるよ」,車の中から、下校途中の女児に声をかけた。,鹿児島県指宿市十二町
2019/06/09,不審な行動,「こんにちは、こっちおいで」,男児に声をかけ、風船のかぶり物を、男児の頭にかぶせた。,兵庫県神戸市中央区
2019/06/09,声かけ,「あっちにも面白いものがあるよ」,車の中から、下校途中の男児らに声をかけた。,鹿児島県指宿市十二町
2019/06/09,声かけ,「お菓子あるよ、家に行こう」,帰宅途中の女児に声をかけた。,沖縄県西原町棚原
2019/06/09,声かけ,「車に乗りな」,車の中から、児童に手招きし、声をかけた。,北海道赤平市豊栄町
2019/06/09,暴言,「邪魔じゃ」,自転車に乗り、通勤途中の２０代女性を怒鳴った。,広島県広島市西区井口
2019/06/09,下半身露出,「こういうの見たことある？」,自転車に乗り、通行中の女児に声をかけ、下半身を見せた。,大阪府枚方市伊加賀本町
2019/06/09,露出要求,「パンツ見せて」,自転車に乗り、下校途中の女子生徒に声をかけ、下着を見せるよう求めた。,広島県広島市中区住吉町
2019/06/09,声かけ,「乗っていく？」,車の中から、下校途中の男児らに声をかけた。,神奈川県厚木市上落合
2019/06/09,暴行,「キックスケーターが欲しかったらこっちにおいで」,男児の腕を掴み、声をかけた。,北海道網走市潮見
2019/06/09,卑わいな声かけ,「体触ってもいい？」,下校途中の女子学生に卑わいなことを言った。,大阪府大阪市阿倍野区阿倍野元町
2019/06/09,声かけ,「こっちへこいよ」「ちくしょう」,公園内の女児に大声をかけ、反応を得られず、捨て台詞のようなことを言った。,千葉県野田市*山崎小学校区
2019/06/09,不審な行動,「こんにちは」,女児とすれ違う際に、声をかけ、自分のズボンを下げた。,北海道札幌市白石区北郷１条
2019/06/08,つきまとい,「タクシー待っとるけど来ん、どこが来るやろか」,下校途中の女子生徒に声をかけ、つきまとった。,長崎県長崎市出雲
2019/06/08,声かけ,「何年生ですか」,下校途中の女子生徒に声をかけた。,熊本県山鹿市山鹿
2019/06/08,声かけ,「習い事してるの？　住所はどこ？」,下校途中の女児に声をかけた。,北海道札幌市手稲区曙６条
2019/06/08,物品譲渡,「ゲームセンターで取ったぬいぐるみをあげる」,下校途中の児童らに声をかけ、ぬいぐるみを渡そうとした。,岐阜県多治見市根本町
2019/06/08,声かけ,「一緒に休憩しない」,帰宅途中の女性に声をかけた。,大阪府大阪市天王寺区生玉前町
2019/06/08,声かけ,「腕立て伏せできるか」,遊んでいた女児らに声をかけた。,静岡県掛川市金城
2019/06/08,声かけ,「お菓子があるからおいで」,自転車に乗り、通行中の女児に声をかけた。,島根県出雲市知井宮町
2019/06/08,暴行,「あっちに荷物があるから荷物持ってきて」「アメちゃんあげるから」,自転車に乗り、通行中の女児らに声をかけ、手を掴んだ。,静岡県沼津市原
2019/06/08,つきまとい,「君、君」,下校途中の男児に声をかけ、つきまとった。,静岡県富士市増川
2019/06/08,声かけ,「お嬢ちゃん家どこ？　お母さんいるの？　歩いて帰っているの？」,車を降り、下校途中の女児に声をかけた。,兵庫県神河町長谷
2019/06/08,声かけ,「お菓子とおもちゃを買ってあげるから、乗って」,車を降り、下校途中の男子生徒に声をかけた。,宮城県仙台市太白区長町
2019/06/08,声かけ,「アメあげる」,自転車に乗り、登校途中の女子生徒に声をかけた。,岐阜県北方町北方
2019/06/08,声かけ,「お菓子あげるけん、車に乗りよ」,車の助手席から、帰宅途中の女児に声をかけた。,大分県大分市永興
2019/06/08,下半身露出,「ちょっとこれ見て」,帰宅途中の女子生徒に声をかけ、下半身を見せた。,神奈川県横浜市泉区和泉町
2019/06/08,声かけ,「お煎餅をあげようか」,車の中から、男児に声をかけた。,滋賀県近江八幡市安土町常楽寺
2019/06/08,声かけ,「名前なんていうの？」,遊んでいた児童らに声をかけた。,新潟県新発田市稲荷岡
2019/06/08,声かけ,「どこから来たの？　何年生なの？」,下校途中の女児に声をかけた。,鹿児島県鹿児島市星ケ峯
2019/06/08,声かけ,「この自販機を知ってるか？」,迎え待ちの女子生徒に、自販機の写真をスマートフォンで見せ、しつこく声をかけた。,静岡県富士宮市田中町
2019/06/08,声かけ,「キーホルダーいいね」,自転車に乗り、登校途中の女子生徒らに声をかけた。,静岡県富士宮市淀平町
2019/06/08,声かけ,「やっほー」,以前声をかけた女子生徒に、この日も声をかけた。,奈良県大和郡山市新町
2019/06/08,声かけ,「高校生なの？　中学生なの？」,下校途中の女子生徒に声をかけた。,北海道石狩市花川南１条
2019/06/08,声かけ,「ねぇねぇ、暇？　暇？」,男児に声をかけた。,愛知県名古屋市名東区山の手
2019/06/07,暴言,「柏原駅教えて」「教えろ」,男児に道を尋ね、自転車の荷台を掴み、怒鳴った。,大阪府柏原市本郷
2019/06/07,暴行,「ケーキあげる、悪いことしないから」,通行中の女子生徒の腕を掴み、声をかけた。,兵庫県姫路市駅前町
2019/06/07,声かけ,「次は必ず名前と住所を聞くからな」,車を降り、女児に名前と住所を尋ね、さらに声をかけた。,兵庫県姫路市網干区田井
2019/06/07,暴行,「仕事あるからついて来て」,通行中の女子生徒を追いかけ、手首を掴み、声をかけた。,兵庫県神戸市西区学園西町
2019/06/07,つきまとい,「家の鍵あるのか？」,通行中の女児に声をかけ、つきまとった。,兵庫県尼崎市神田中通
2019/06/07,不審な接近,「オー」,声をあげ、男児に後ろから近づこうとした。,兵庫県神戸市東灘区岡本
2019/06/07,菓子譲渡,「これあげるからこっちにおいで、車に乗らないね」,車を降り、下校途中の女児に菓子を差し出し、声をかけた。,鹿児島県鹿児島市田上台
2019/06/07,衣服掴み,「服が、服が」,児童の服をつまみ、声をかけた。,長野県長野市西和田
2019/06/07,声かけ,「家まで送ってあげようか」「お菓子を車の中で食べていいからおいで」,下校途中の女児に声をかけた。,鹿児島県瀬戸内町古仁屋
2019/06/07,暴行,「おやつ買ってあげるから来て」,児童に声をかけ、腕を掴んだ。,茨城県鹿嶋市宮中
2019/06/07,声かけ,「家どこ？」,下校途中の女児に声をかけた。,東京都立川市高松町
2019/06/07,カバン掴み,「ちょっと待って」,登校途中の女児に声をかけ、ランドセルを引っ張った。,大阪府大阪市此花区酉島
2019/06/07,声かけ,「下半身を見る？」,女子生徒に声をかけた。,東京都稲城市押立
2019/06/07,痴漢,「二人でご飯を食べたい」,女性に声をかけ、抱きついた。,長野県伊那市山寺
2019/06/07,声かけ,「防犯ブザーのひも、引っ張っていい？」,通行中の男児に声をかけた。,福岡県福岡市中央区薬院
2019/06/07,声かけ,「アメをあげるから一緒に行こう」,帰宅途中の女児に声をかけた。,東京都葛飾区堀切
2019/06/07,声かけ,「ついて行っていい？」,男児に声をかけた。,愛知県豊田市吉原町
2019/06/07,物品譲渡,「はい」,帰宅途中の女児に声をかけ、菓子のような物を渡そうとした。,東京都品川区中延
2019/06/07,声かけ,「お姉ちゃん、お姉ちゃん」,女子生徒にしつこく声をかけた。,兵庫県姫路市勝原区熊見
2019/06/07,声かけ,「かわいいね、何か飲む？」,軽トラックを降り、下校途中の女子生徒に声をかけた。,鹿児島県指宿市開聞十町
2019/06/07,声かけ,「おい、おい」,自転車に乗り、下校途中の男児に声をかけ、手招きした。,鹿児島県奄美市名瀬伊津部町
2019/06/07,つきまとい,「乗る？」,車の中から、帰宅途中の女性に声をかけ、しつこくつきまとった。,岐阜県笠松町松栄町
2019/06/07,声かけ,「何年生？　何歳？　名前は？」,自転車に乗り、登校途中の女児に声をかけた。,静岡県静岡市駿河区曲金
2019/06/07,つきまとい,「こっちおいで」,通行中の女子生徒に声をかけ、後をつけた。,大阪府和泉市鶴山台
2019/06/07,声かけ,「話をしたい、彼氏いるの？」,バイクに乗り、下校途中の女子生徒らに声をかけた。,静岡県裾野市深良
2019/06/07,声かけ,「危ないから積んで行ってあげる」,車の中から、女子学生に声をかけた。,高知県高知市横浜新町
2019/06/07,声かけ,「あほか、お前らのせいや」,遊んでいた幼児と保護者に声をかけ、うろついた。,大阪府大阪市福島区福島
2019/06/07,撮影,「どこの学校？」,下校途中の児童に声をかけ、撮影した。,大阪府大阪市北区中津
2019/06/07,声かけ,「車に乗っていく？」,車の中から、子どもに声をかけた。,青森県平内町小湊
2019/06/07,つきまとい,「かわいいね」,登校途中の女児に声をかけ、つきまとった。,神奈川県川崎市幸区古市場
2019/06/07,声かけ,「おれ２０代、ナンパなんだけど迷惑かな？」,下校途中の女子生徒に声をかけた。,静岡県裾野市深良
2019/06/07,声かけ,「おはよう」「どこ行くの？　何年生？」,車の中から、登校途中の女児に声をかけた。,福岡県福岡市東区香住ケ丘
2019/06/07,声かけ,「千円いらない？」,車の中から、登校途中の女児に声をかけた。,福岡県福岡市東区香住ケ丘
2019/06/07,声かけ,「なあなあ、俺のこと見たやろ」,下校途中の女子生徒に声をかけた。,大阪府堺市南区稲葉
2019/06/07,不審な言動,「ジャパン」,集団下校途中の児童らに声をかけ、Ｔ字のようなポーズを取った。,茨城県筑西市知行
2019/06/06,声かけ,「一緒に遊ぼう」,下校途中の女児に声をかけた。,東京都八王子市子安町
2019/06/06,暴行,「ガムを買ってあげるから」,下校途中の女児に声をかけ、腕を掴んだ。,東京都八王子市台町
2019/06/06,声かけ,「好きなアニメは何？」「好きな飲み物はある？」,下校途中の女子生徒に声をかけた。,東京都八王子市楢原町
2019/06/06,声かけ,「すいません」,以前卑わいな言葉を向けた女性に、この日も声をかけた。,神奈川県横浜市旭区鶴ケ峰
2019/06/06,連れ去り,「こんな時間に一人でどうしたの」,男児に声をかけ、車に乗せ、公園に連れて行き、一緒に遊んでいる途中、男児の家族が来た。,千葉県茂原市中の島町
2019/06/06,声かけ,「家どこね」,帰宅途中の女児に声をかけた。,熊本県荒尾市八幡台
2019/06/06,声かけ,「家どこ？」,帰宅途中の女児の前に回り込み、声をかけた。,大阪府寝屋川市三井が丘
2019/06/06,声かけ,「おじちゃんちで少しお茶してく？」,通行中の女児に声をかけた。,宮城県石巻市丸井戸
2019/06/06,つきまとい,「そっち行ったらあかん」,すれ違った女児に声をかけ、追いかけた。,京都府京都市上京区相国寺門前町
2019/06/06,声かけ,「家まで案内して」,帰宅途中の児童に声をかけた。,神奈川県相模原市南区鵜野森
2019/06/06,声かけ,「ずっとおるなあ、またお会いしましょう」,待ち合わせ中の女児に声をかけた。,大阪府岸和田市西之内町
2019/06/06,下半身露出,「触って」「どこの小学校？」,下半身を出し、女児に声をかけ、スマートフォンで撮影した。,沖縄県那覇市山下町
2019/06/06,不審な言動,「うーうー」,自転車に乗り、奇声を発し、下校途中の女児を何度も見た。,三重県明和町馬之上
2019/06/06,声かけ,「バリューってどこ？　車に乗って教えてや」,車の中から、通行中の男子に声をかけた。,高知県香美市土佐山田町東本町
2019/06/06,下着要求,「下着をくれ」,女子生徒に声をかけ、下着を求めた。,愛知県名古屋市熱田区千年
2019/06/06,声かけ,「すみません」,帰宅途中の女性に後ろから近づき、声をかけた。,静岡県静岡市葵区常磐町
2019/06/06,声かけ,「アメあげるからおうちに来て」,通行中の児童に声をかけた。,北海道釧路町*東陽西地区
2019/06/06,声かけ,「ちょっと」,路上から、公園内の女児に声をかけた。,兵庫県明石市西明石町
2019/06/06,声かけ,「ちょっと」,路上から、公園内の女児に声をかけた。,兵庫県明石市西明石町
2019/06/06,刃物所持,「お前らさっき見ていただろう」,刃物のような物を持ち、人に声をかけた。,広島県広島市西区三篠町
2019/06/06,撮影,「一緒に写真を撮ろう」,通行中の男児に声をかけ、スマートフォンで撮影した。,兵庫県豊岡市日高町日置
2019/06/06,声かけ,「名前と年齢教えて」,自転車に乗っていた女児に声をかけた。,兵庫県神戸市垂水区北舞子
2019/06/06,つきまとい,「ちょっと、ちょっと、あんた家どこ」,自転車に乗っていた女子生徒に声をかけ、つきまとった。,兵庫県宍粟市山崎町加生
2019/06/05,声かけ,「アメをあげるから車においで」,遊んでいた女児に声をかけた。,埼玉県北本市深井
2019/06/05,声かけ,「暑いね、どこ行くの」「僕もそこへ行く、車に乗っていったら？」,信号待ちの女子生徒に声をかけた。,兵庫県神戸市西区玉津町高津橋
2019/06/05,声かけ,「ジュースを買ってあげる」,通行中の女児に声をかけた。,福岡県久留米市東合川
2019/06/05,下半身露出,「乙川駅はどこですか」,通学途中の女子学生らに道を尋ね、下半身を見せた。,愛知県半田市亀崎常磐町
2019/06/05,粗暴行為,「お前あいつの友達か」,自転車に乗っていた男子生徒に声をかけ、自転車を持ち上げた。,大阪府松原市岡
2019/06/05,強盗,「金があるだろう」,住宅を訪れ、寝ていた７０代女性にナイフを突きつけ、脅し、別の住人に目撃され、逃走した。,愛知県名古屋市昭和区下構町
2019/06/05,声かけ,「何年生？」,児童に声をかけた。,大阪府守口市高瀬旧大枝
2019/06/05,声かけ,「見て見て」,登校途中の女子生徒に声をかけた。,愛知県豊川市上長山町
2019/06/05,つきまとい,「この格好どうやろ？」,帰宅途中の女子生徒と並走し、自分の下半身を指差し、声をかけた。,奈良県奈良市法蓮町
2019/06/05,声かけ,「こんにちは、可愛いね」,見送る母親に手を振り返していた女児らに近づき、声をかけた。,奈良県奈良市肘塚町
2019/06/05,不審な言動,「最近こわい事件が多いね、子ども抱っこさせて」,子どもを連れた女性に声をかけ、手を伸ばした。,岐阜県関市小瀬
2019/06/05,声かけ,「川に何かいるの？」「一緒に川に行こう」「じゃんけんに勝ったら行ってもいいよ」,下校途中の男児に声をかけた。,東京都東大和市芋窪
2019/06/05,声かけ,「お父さんお母さんおる？」「家族は何人？」「電話番号を教えて,下校途中の児童に声をかけた。,山口県光市*三輪地区
2019/06/05,声かけ,「一緒に行かない？」,自転車を止め、下校途中の女子生徒に声をかけた。,山口県美祢市大嶺町東分
2019/06/05,不審な言動,「お前らが」「そんなの分かるか」,叫んでいるのが目撃された。,愛媛県松山市枝松
2019/06/05,声かけ,「お家まで乗っていく？」,車の中から、下校途中の女児に声をかけた。,群馬県玉村町角渕
2019/06/05,声かけ,「お菓子をあげるからトラックに乗りな」,軽トラックの中から、遊んでいた女児らに声をかけた。,三重県鈴鹿市神戸
2019/06/05,声かけ,「自分は２０歳なんだけど付き合ってくれませんか」,下校途中の女子学生に声をかけた。,茨城県かすみがうら市下稲吉
2019/06/05,声かけ,「タバコを持っていますか」,会話中の女子生徒らに声をかけた。,岐阜県岐阜市正木中
2019/06/05,つきまとい,「ぼくは、くしゃみがすき」「くしゃみをするとつば出る？」,児童に声をかけ、後をつけた。,千葉県千葉市稲毛区稲毛東
2019/06/05,声かけ,「ちょっと待って、一緒に学校行かない？」,登校途中の女児に声をかけた。,東京都練馬区立野町
2019/06/05,不審な言動,「ジャパン」,集団下校途中の児童らに声をかけ、Ｔ字のようなポーズを取った。,茨城県筑西市知行
2019/06/05,不審な言動,「ジャパン」,集団下校途中の児童らに声をかけ、Ｔ字のようなポーズを取った。,茨城県筑西市桑山
2019/06/05,声かけ,「写真を撮ってもいいか？」,下校途中の児童に声をかけた。,愛知県岡崎市本町通
2019/06/05,撮影,「道を教えてくれ」,女児に道を尋ね、携帯電話で撮影した。,大分県中津市三ノ丁
2019/06/05,声かけ,「今帰りなの？　家近くなの？」,下校途中の女児に声をかけた。,東京都世田谷区野沢
2019/06/05,声かけ,「一緒に車乗る？」「ゲームセンターに行かない？」,車の中から、下校途中の女児に声をかけた。,山形県米沢市竹井
2019/06/05,声かけ,「連絡先教えてもらっていいですか」,通行中の女性に声をかけた。,福岡県福岡市早良区室見
2019/06/05,声かけ,「ジュース買ってあげようか」,下校途中の女児に声をかけた。,静岡県焼津市塩津
2019/06/05,声かけ,「あなたの誕生日はいつですか」,下校途中の女子生徒に声をかけた。,長崎県長崎市大橋町
2019/06/05,声かけ,「何しよると、今帰りよると」,通行中の女児に声をかけた。,福岡県福津市宮司浜
2019/06/05,声かけ,「握手をして」,帰宅途中の女子生徒に声をかけた。,愛知県名古屋市中川区吉良町
2019/06/05,声かけ,「かわいいね、握手をしてもらえますか」,帰宅途中の女子生徒に声をかけた。,愛知県名古屋市中川区押元
2019/06/05,声かけ,「３百円あげるから皆で分けえ」,停めた車の中から、下校途中の男児らに声をかけた。,兵庫県神戸市垂水区清水が丘
2019/06/05,声かけ,「お菓子あげるから一緒に来ない？」,自転車に乗り、通行中の女児に声をかけた。,埼玉県鶴ヶ島市五味ケ谷
2019/06/05,撮影,「ランドセル持たせて」,女児に声をかけ、スマートフォンを向けた。,埼玉県さいたま市浦和区常盤
2019/06/04,声かけ,「家に来ないか？」,帰宅途中の男児に声をかけた。,千葉県市川市*八幡地域
2019/06/04,つきまとい,「アメあげる」,車の中から、下校途中の男児に声をかけ、車を降り、追いかけた。,北海道函館市尾札部町
2019/06/04,連れ去り,「かうぃいね」「アメちゃんあげようか」,女児に声をかけ、抱きかかえ、連れて行こうとした。,千葉県野田市*みずき小学校区
2019/06/04,声かけ,「おい、嫌がってるんだろ」,帰宅途中の女子生徒に声をかけた。,東京都台東区根岸
2019/06/04,つきまとい,「きみ今からどこに行くの」,下校途中の女子生徒の後をつけ、声をかけた。,栃木県宇都宮市竹林町
2019/06/04,暴行,「ジュースをおごってあげるから、こっちへおいで」,女子生徒に声をかけ、腕を掴んだ。,栃木県小山市城山町
2019/06/04,声かけ,「どこに住んでるの？　なんて名前？　どこの学校？　かわいいね」,女子生徒に声をかけた。,栃木県佐野市若松町
2019/06/04,声かけ,「ミミズがいるよ」「知っているか？」,女児に声をかけ、アニメのキャラクターをスマートフォンで見せ、さらに声をかけた。,鹿児島県鹿児島市原良
2019/06/04,撮影,「福島第一原発で避難中の子どもたちを元気づけたい」,通行中の女児に声をかけ、公園の滑り台の階段に座らせ、撮影した。,岩手県奥州市水沢上姉体
2019/06/04,声かけ,「おやつ買いにいかんで」,男児に声をかけた。,徳島県徳島市北沖洲
2019/06/04,声かけ,「車に乗らないか」,車の中から、帰宅途中の男児に声をかけた。,京都府京都市南区久世大藪町
2019/06/04,暴言,「何見てんだよ」,母親と一緒にいる女児を怒鳴り、近づこうとした。,愛知県東海市大田町
2019/06/04,強制わいせつ,「タナカさん知ってる？」,自転車に乗っていた女子生徒に声をかけ、後ろから抱きつき、体を触った。,京都府京都市山科区竹鼻西ノ口町
2019/06/04,声かけ,「大きい荷物を運ぶのを手伝って欲しい」「ここに落ちた空き缶を拾って欲しい」,下校途中の女子生徒に声をかけた。,広島県海田町つくも町
2019/06/04,声かけ,「どこの中学？　どこに住んでるの？」,迎え待ち中の女子生徒に声をかけた。,静岡県富士宮市豊町
2019/06/04,声かけ,「電話番号教えてくれる？　ライン教えてくれる？」,迎え待ちの女子生徒に声をかけた。,静岡県御殿場市新橋
2019/06/04,声かけ,「どこの中学校？　家はどこ？」「無視するのはよくないよ」,帰宅途中の女子生徒に声をかけた。,栃木県日光市
2019/06/04,凝視,「あ、いた！」,自転車に乗り、下校途中の女児を凝視し、見失ったが、発見し、言葉を発した。,静岡県浜松市中区曳馬
2019/06/04,声かけ,「かわいい女の子、微笑んで」,帰宅途中の女子生徒に声をかけた。,沖縄県嘉手納町
2019/06/04,衣服要求,「靴下ちょうだい」,女子生徒に声をかけ、靴下を求めた。,愛知県名古屋市緑区神の倉
2019/06/04,声かけ,「おーい」,登校途中の女子生徒に声をかけた。,茨城県神栖市深芝
2019/06/04,下半身露出,「助けて」,自転車に乗っていた女子生徒に声をかけ、下半身を見せた。,静岡県浜松市西区神ケ谷町
2019/06/04,声かけ,「連絡先を教えてください」,女性に声をかけた。,福岡県福岡市早良区原
2019/06/04,声かけ,「怪しい人じゃないよ」,車の中から、子どもに声をかけた。,青森県平川市沖館
2019/06/04,声かけ,「待って」,女性に声をかけた。,愛知県名古屋市天白区一つ山
2019/06/04,声かけ,「ちょっと待って、一緒に子猫探して」,自転車に乗っていた女児に声をかけた。,山形県飯豊町萩生
2019/06/04,声かけ,「どこの学校に通っているの」,自転車に乗り、自転車の女児に声をかけた。,京都府京都市西京区桂西滝川町
2019/06/04,声かけ,「歩くの遅いね」「何年生なの？」,女性に声をかけた。,愛知県東海市加木屋町
2019/06/04,つきまとい,「早いね、逃がさないぞ」,自転車に乗り、自転車の女子生徒に声をかけ、追いかけた。,大阪府大阪市港区磯路
2019/06/04,声かけ,「車に乗っていく？」,車の中から、通行中の女児に声をかけた。,福岡県大牟田市城町
2019/06/04,卑わいな声かけ,「お尻は元気かい？」「元気か？」「おっぱい何カップだ？」「触らせろよ」,通行中の女子生徒に卑わいなことを言った。,東京都江戸川区船堀
2019/06/03,暴言,「バカヤロー」,一人で怒鳴っているのが目撃された。,愛知県一宮市萩原町萩原
2019/06/03,つきまとい,「ここの小学校じゃないの？」,登校途中の児童の後をつけ、声をかけた。,愛知県名古屋市中村区中村町
2019/06/03,声かけ,「高一？　それとも中三？」,女子学生に声をかけた。,高知県高知市桟橋通
2019/06/03,卑わいな声かけ,「私は宗教に入っている、エッチなことも教えてあげる」,橿原神宮前駅から下市口駅間を走行中、女子生徒の隣に座り、卑わいなことを言った。,奈良県
2019/06/03,声かけ,「こっちおいで」,通行中の女児に声をかけた。,静岡県磐田市西貝塚
2019/06/03,声かけ,「おーい、暇か？」,車の中から、帰宅途中の男子生徒に声をかけた。,静岡県掛川市上西郷
2019/06/03,暴行,「かわいいね、こっちにおいで」「うるさいなあ」,遊んでいた女児に声をかけ、腕を引っ張り、別の女児から静止され、さらに声をかけた。,三重県伊勢市*二見町
2019/06/03,声かけ,「背中を見せてくれませんか」「僕の趣味なんです、ついてきてください」,女子生徒の肩を叩き、メッセージを書いたスマートフォンの画面を見せ、声をかけた。,山口県岩国市麻里布町
2019/06/03,声かけ,「赤ちゃんちょうだい」,ベビーカーを押していた女性に声をかけた。,兵庫県神戸市西区池上
2019/06/03,痴漢,「何年生？」,登校途中の女子生徒に声をかけ、体を触った。,東京都大田区西六郷
2019/06/03,声かけ,「ウチに犬がいるからおいで」「ウサギもいるよ」「ネコもいるよ」,登校途中の女児に声をかけた。,東京都小平市大沼町
2019/06/03,声かけ,「写真撮ったけんね」,男児に声をかけた。,福岡県福岡市博多区吉塚
2019/06/03,卑わいな声かけ,「エロい格好してるな」,女児に卑わいなことを言った。,大阪府大阪市旭区清水
2019/06/03,声かけ,「土曜日に学校に行くの？」「このバイク乗ってみる？」,登校途中の男児に声をかけた。,東京都小平市大沼町
2019/06/03,不審な接触,「どこ行くの？　名前はなんて言うの？」,男児に声をかけ、手を触った。,大阪府河内長野市原町
2019/06/03,痴漢,「ゴミ箱はどこ？」,女子生徒らに声をかけ、体を触った。,茨城県北茨城市磯原町磯原
2019/06/03,声かけ,「花火をやるから、こっちに来い」,男児に声をかけた。,神奈川県横浜市中区扇町
2019/06/03,つきまとい,「こんにちは、これからどこ行くの？」,帰宅途中の女性にしつこく声をかけた。,静岡県函南町仁田
2019/06/03,声かけ,「お腹すいてない？」「どこから来たの？」,児童に声をかけた。,福岡県水巻町梅ノ木団地
2019/06/03,声かけ,「おもちゃ百個あげるから、一人ついておいで」,遊んでいた子どもらに声をかけた。,大阪府泉南市樽井
2019/06/03,声かけ,「足白いから診察してあげる」,遊んでいた女児に声をかけた。,大阪府堺市北区金岡町
2019/06/03,金銭授与,「これあげるから遊ぼう」,帰宅途中の女性に携帯電話を向け、現金を差し出し、声をかけた。,大阪府大阪市浪速区大国
2019/06/03,声かけ,「ハグしよ」,男児に声をかけた。,大阪府堺市西区草部
2019/06/03,声かけ,「何年生？」「月曜日休みだよね？」,女児に声をかけた。,愛知県名古屋市名東区貴船
2019/06/03,声かけ,「お嬢さんかわいいね」,犬の散歩中の女児に声をかけた。,奈良県平群町初香台
2019/06/03,声かけ,「家どこなん？」,登校途中の男児に声をかけた。,岡山県岡山市北区いずみ町
2019/06/03,声かけ,「遊びにいかないか」,車の中から、帰宅途中の女子生徒に声をかけた。,大阪府阪南市緑ケ丘
2019/06/03,声かけ,「お菓子あげるよ」「車に乗らない？」,下校途中の男児に声をかけた。,東京都武蔵野市中町
2019/06/03,声かけ,「悪い人がいるから気をつけてね」「おじさんは悪い人じゃないよ」「家はどこ？」,通行中の女児に声をかけた。,東京都足立区佐野
2019/06/03,声かけ,「おいで、おいで」「こんにちは」,自転車に乗り、帰宅途中の女児に手招きし、声をかけた。,滋賀県彦根市大堀町
2019/06/03,声かけ,「こっちに来て」,車を降り、下校途中の児童に声をかけた。,新潟県柏崎市茨目
2019/06/03,暴行,「どこの小学校？　何年生？」,登校途中の男児と肩を組み、声をかけた。,沖縄県うるま市西原
2019/06/03,暴言,「不細工なクソガキが」,２歳男児の顔をのぞき込み、暴言を吐いた。,愛知県豊田市土橋町
2019/06/03,声かけ,「仲六郷小学校だね」「おうちに来ない？」,遊んでいた女児に声をかけた。,東京都大田区仲六郷
2019/06/03,声かけ,「何してんの」「何歳や」,帰宅途中の生徒らに声をかけた。,大阪府大阪市住之江区北加賀屋
2019/06/03,つきまとい,「頭おかしいから、走るの遅いんだわ」,児童に暴言を吐き、追いかけた。,愛知県名古屋市中区上前津
2019/06/03,声かけ,「こっちにおいで」,車の中から、双眼鏡で児童らを見た後、声をかけた。,北海道伊達市南稀府町
2019/06/03,声かけ,「何年生？」「背が高いね」,車の中から、帰宅途中の児童に声をかけた。,大阪府大阪市淀川区東三国
2019/06/03,声かけ,「家どこ？」,下校途中の男児に声をかけた。,新潟県新潟市北区美里
2019/06/03,声かけ,「お母さんの知り合いだよ、お母さんと同じ職場だよ」,通行中の児童に声をかけた。,福岡県北九州市戸畑区三六町
2019/06/03,声かけ,「ぼく何年生？」,車の中から、通行中の男児に声をかけた。,福岡県太宰府市青山
2019/06/03,つきまとい,「どこの人なの？　送って行くよ」,下校途中の児童に声をかけ、追いかけた。,栃木県上三川町東蓼沼
2019/06/03,声かけ,「一人か」,帰宅途中の女児に声をかけた。,大阪府交野市妙見東
2019/06/02,暴言,「こらっ」,自転車に乗っていた女子学生を怒鳴った。,和歌山県かつらぎ町妙寺
2019/06/02,スカートのぞき,「さようなら」,自転車に乗り、自転車の女子生徒に後ろから近づき、声をかけ、追い抜いた後、振り返り、女子生徒のスカート内を何度ものぞき込んだ。,徳島県鳴門市大津町矢倉
2019/06/01,声かけ,「ぬっと行こうか」,下校途中の男子生徒に声をかけた。,岡山県赤磐市下市
2019/06/01,声かけ,「お菓子を買ってあげるよ」,帰宅途中の女児に声をかけた。,東京都足立区入谷
2019/06/01,不審な接触,「パパだよー」「バレちゃった」,遊んでいた女児の髪を触り、声をかけた。,東京都足立区伊興
2019/06/01,声かけ,「かわいいね」,女児に声をかけた。,大阪府松原市岡
2019/06/01,声かけ,「お菓子あげようか」,下校途中の女児に声をかけた。,大阪府河内長野市市町
2019/06/01,声かけ,「車で送っていくかい」,車を降り、下校途中の児童に声をかけた。,北海道伊達市南稀府町
2019/06/01,声かけ,「車乗ってく？」,登校途中の児童に声をかけた。,大阪府東大阪市宝町
